arrestee_id,incident_id,arrestee_seq_num,arrest_num,arrest_date,arrest_type_id,multiple_indicator,offense_type_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,clearance_ind,ff_line_number,age_range_low_num,age_range_high_num
25163530,86531634,1,451890,2015-01-28 00:00:00,2,C,53,5,19,F,1,2,R,,,,19,0
25163531,86531634,2,460045,2015-01-28 00:00:00,2,C,48,5,20,M,1,2,R,,,,20,0
24115449,83458428,2,485254,2015-03-22 00:00:00,3,C,16,5,23,F,2,2,N,,,,23,0
24115448,83458428,1,484562,2015-03-22 00:00:00,3,C,16,5,21,F,2,2,R,,,,21,0
24116163,83458412,1,481032,2015-03-16 00:00:00,2,C,27,5,14,M,1,3,R,R,,,14,0
25164216,86533952,1,473843,2015-03-05 00:00:00,2,C,23,5,29,M,1,2,R,,,,29,0
25164945,86534045,1,474703,2015-03-06 00:00:00,2,C,16,5,29,M,1,2,R,,,,29,0
25164287,86534131,1,483256,2015-03-19 00:00:00,2,C,16,5,36,M,1,2,R,,,,36,0
25164297,86534180,1,477887,2015-03-11 00:00:00,2,C,16,5,25,F,1,2,R,,,,25,0
25164991,86534187,1,477889,2015-03-12 00:00:00,2,C,16,5,29,M,1,2,R,,,,29,0
25164317,86534261,1,489242,2015-03-29 00:00:00,3,C,27,5,23,M,1,2,R,,,,23,0
25164318,86535002,1,477412,2015-03-11 00:00:00,2,C,27,5,51,M,1,2,R,,,,51,0
25164931,86534007,1,479825,2015-03-14 00:00:00,2,C,5,5,23,M,1,2,R,,,,23,0
25164229,86534707,1,489311,2015-03-29 00:00:00,2,C,51,5,31,F,1,2,R,,,,31,0
24536878,84665785,1,622434,2015-09-28 00:00:00,2,C,16,5,37,M,1,2,R,,,,37,0
25005407,86043236,1,608085,2015-09-08 00:00:00,2,C,23,5,31,F,1,2,R,,,,31,0
25005409,86043236,2,634106,2015-09-08 00:00:00,2,C,48,5,36,M,1,2,R,,,,36,0
25005411,86043237,1,620140,2015-10-07 00:00:00,2,C,27,5,27,F,1,2,R,,,,27,0
24271502,83899211,1,619782,2015-09-24 00:00:00,2,C,14,5,21,M,2,2,R,,,,21,0
24536114,84665809,1,601932,2015-09-01 00:00:00,2,C,49,5,20,M,1,2,R,,,,20,0
25165957,86539070,1,614223,2015-09-16 00:00:00,2,C,5,5,16,M,1,2,R,R,,,16,0
25165935,86539020,1,601815,2015-09-01 00:00:00,2,C,16,5,20,M,1,2,R,,,,20,0
25006113,86043212,1,613169,2015-09-15 00:00:00,2,C,2,5,27,F,1,2,R,,,,27,0
25006118,86043226,1,602095,2015-09-01 00:00:00,3,C,23,5,32,M,1,2,R,,,,32,0
25165530,86538052,1,623248,2015-09-29 00:00:00,2,C,16,5,50,F,1,2,R,,,,50,0
25165550,86539145,1,621012,2015-09-26 00:00:00,3,C,51,5,28,M,1,2,R,,,,28,0
25165499,86538978,1,612328,2015-09-14 00:00:00,2,C,45,5,78,F,1,2,R,,,,78,0
25005394,86043202,1,609453,2015-09-10 00:00:00,2,C,2,5,35,M,0,1,R,,,,35,0
24536120,84666694,1,637620,2015-10-19 00:00:00,3,C,49,5,37,M,1,2,R,,,,37,0
24536885,84666694,2,637826,2015-10-19 00:00:00,3,C,49,5,33,F,1,2,R,,,,33,0
